tconst,popularity,production_countries,averageRating,category,primaryName,birthYear,titles,votes,runtime_minutes,start_year,poster_url,video_link,overview,original_title,genres,languages
tt0211915,26.104,"['FR', 'DE']",8.3,actress,Audrey Tautou,1976,Amélie - Amélie,818471.0,122.0,2001,https://image.tmdb.org/t/p/w154/tdXtLG6L1QMwrv0MNdW6B9IwC8B.jpg,https://www.youtube.com/watch?v=Py7cDXQae2U,"Amélie, une jeune serveuse dans un bar de Montmartre, passe son temps à observer les gens et à laisser son imagination divaguer. Elle s'est fixée un but : faire le bien de ceux qui l'entourent. Elle invente alors des stratagèmes pour intervenir incognito dans leur existence. Le chemin d'Amélie est jalonné de rencontres: Georgette, la buraliste hypocondriaque, Lucien, le commis d'épicerie, Madeleine Wallace, la concierge portée sur le porto et les chiens empaillés, ou encore Raymond Dufayel alias « l'homme de verre », son voisin qui ne vit qu'à travers une reproduction d'un tableau de Renoir. Cette quête du bonheur amène Amélie à faire la connaissance de Nino Quincampoix, un étrange « prince charmant ». Celui-ci partage son temps entre un train fantôme et un sex-shop, et cherche à identifier un inconnu dont la photo réapparaît sans cesse dans plusieurs cabines de photomaton.",Le Fabuleux Destin d'Amélie Poulain,"Comedy, Romance","en, fr, ru"
tt0213149,42.18,['US'],6.2,actor,Ben Affleck,1972,Pearl Harbor - Pearl Harbor,363200.0,183.0,2001,https://image.tmdb.org/t/p/w154/xwmy4OABVCQSX1EswFHc7VrE593.jpg,https://www.youtube.com/watch?v=zf3KAiimeUg,"Amis depuis la plus tendre enfance, Rafe McCawley et Danny Walker sont deux brillants pilotes de l'armée de l'air américaine. La Seconde Guerre mondiale a commencé, mais les États-Unis n'ont pas encore engagé les hostilités. Rafe succombe bientôt au charme d'Evelyn Johnson, une jeune infirmière. C'est le coup de foudre. Mais ce dernier part combattre aux côtés des Britanniques. Evelyn et Danny sont, quant à eux, transférés sur la base américaine de Pearl Harbor. La paisible existence de ces deux jeunes gens bascule lorsqu'ils apprennent la mort de Rafe. Evelyn partage son chagrin avec Danny et un amour naît de leurs confidences. Rafe est pourtant vivant. En cette journée du 7 décembre 1941, les retrouvailles et les explications vont devoir être reportées à plus tard : au même moment, près de 200 bombardiers japonais surgissent dans le ciel de Hawaï pour une attaque surprise.",Pearl Harbor,"Action, Drama, History, Romance, War","en, fr, ja"
tt0216669,1.761,"['FR', 'US']",6.5,actor,Guillaume Canet,1973,The Day the Ponies Come Back - The Day the Ponies Come Back,6731.0,104.0,2001,https://image.tmdb.org/t/p/w154/un97qNBohUFUWDmWR8RDHsvTjK3.jpg,https://www.youtube.com/watch?v=HLfvF13uRQk,"Daniel Moulin est restaurateur d'instruments de musique à Paris. A la recherche de son père, il entame un voyage initiatique à New York. Sa quête le mène dans le Bronx, un quartier hostile duquel il sortira grandi. Il y perd son innocence, y apprend le respect de soi, y combat les préjugés et noue de solides amitiés.",The Day the Ponies Come Back,Drama,"en, fr"
tt0217136,1.484,['FR'],6.5,actress,Olivia Bonamy,1972,Pretty Devils - Pretty Devils,6741.0,95.0,2000,https://image.tmdb.org/t/p/w154/2oZAe3v3lGwuuJnKlrttm8p0K2I.jpg,https://www.youtube.com/watch?v=K_F8SoiyFLE,"Léa, 18 ans, et Aurélie, 14 ans, sont sœurs et vivent dans une banlieue où elles partagent leur temps entre le gymnase, leur QG et le petit appartement qu’elles partagent avec leur mère. Il y a quelques années, leur père, fou de plongée, est mort au cours d’une expédition. Léa et Aurélie n’ont rien pour être heureuses, mais elles le sont. Or, un jour voilà qu’Anne-Sophie , 19 ans, jeune versaillaise en plein chagrin d’amour, trouve refuge dans le QG des deux sœurs. Le contact n’est pas facile. Mais peu à peu une complicité va grandir entre les 3 filles.",Voyous voyelles,"Comedy, Drama","en, fr"
tt0242423,17.802,['US'],5.5,actor,Ashton Kutcher,1978,"Dude, Where's My Car? - Dude, Where's My Car?",149475.0,83.0,2000,https://image.tmdb.org/t/p/w154/kwpwUqrCDi3HgRQomvN3aGyt0eX.jpg,https://www.youtube.com/watch?v=d1wuijgeaaY,"Jesse et Chester, deux fêtards d’une vingtaine d’années, ont passé une nuit incroyable. Malheureusement, à leur réveil, ils ne se rappellent plus de rien, y compris de l’endroit où ils ont garé leur voiture. Or, celle‐ci contenait les précieux cadeaux d’anniversaire qu’ils avaient achetés pour leurs petites amies jumelles, Wanda et Wilma. Jesse et Chester ont beau leur expliquer que le véhicule, où se trouvaient les cadeaux, a disparu, elles ne veulent rien entendre. Une seule solution s’offre à eux : retourner sur leurs pas afin d’enquêter sur les événements de la veille et la disparition de leur voiture. Il s’est forcément passé quelque chose de spécial pour qu’ils n’aient plus souvenir de quoi que ce soit. Et comment se fait‐il qu’ils soient devenus les coqueluches de toutes les filles ?","Dude, Where's My Car?","Comedy, Mystery, Science Fiction","en, fr, ja"
tt0242795,6.156,"['BE', 'FR']",6.7,actor,Jérémie Elkaïm,1978,Come Undone - Come Undone,5504.0,100.0,2000,https://image.tmdb.org/t/p/w154/8HKCPgwd6oaUdXoL1j4wywrVDoo.jpg,https://www.youtube.com/watch?v=_DTswS-j8U4,"Mathieu, dix-huit ans, est en vacances avec sa mère et sa sœur dans un village de bord de mer. Avec eux, il y a aussi Annick, qui s'occupe du quotidien et veille surtout sur la mère, désemparée depuis la mort de son dernier enfant. Sur la plage, Mathieu rencontre Cédric, un garçon de son âge. Commence alors ce qui ressemble à une aventure de vacances mais, jour après jour, de petits conflits en étreintes, d'insouciances en provocations, l'affection grandit et devient intense...",Presque rien,"Drama, Romance","en, fr"
tt0243255,11.671,"['FR', 'IT']",6.4,actress,Anaïs Reboux,1987,Fat Girl - Fat Girl,13343.0,86.0,2001,https://image.tmdb.org/t/p/w154/426B9x66W1lrhCsOqKtij3vFp4Z.jpg,https://www.youtube.com/watch?v=4mjtBsUnFsE,"Anaïs, douze ans, se trouve complexée par son poids. Tapie dans l'ombre ou laissée pour compte, elle souffre intérieurement. C'est l'été, la mer, les vacances en famille, l'apprentissage du premier amour. Cet apprentissage, Anaïs le fait en observant sa sœur aînée Eléna. Celle-ci, quinze ans, incarne la beauté du diable. Pas plus intelligente, ni plus bête que sa cadette, elle rejette l'idée de n'être qu'un objet de désir. La perte de la virginité des filles va ouvrir la porte au drame.",À ma soeur!,Drama,"en, fr, it"
tt0246894,6.944,"['DE', 'JP', 'US']",6.5,actor,Chris Klein,1979,Rollerball - Rollerball,7141.0,98.0,2002,https://image.tmdb.org/t/p/w154/fwCj7RBEgEhMDcjkInyhwQ0adoe.jpg,https://www.youtube.com/watch?v=N1sYOdMEe7s,"En 2005, Jonathan Cross est la star de l'équipe américaine du jeu le plus violent qu'il soit : le rollerball. Avec Marcus Ridley, son ami d'enfance, et la belle Aurora, il enflamme les foules.Chaque nouvelle partie augmente leur célébrité et la richesse d'Alexi Petrovich, le créateur de ce jeu où tous les coups sont permis. Pour Jonathan et ses amis, l'argent coule également à flots.Pourtant, le jeune homme découvre rapidement que derrière ce divertissement se cache une réalité bien plus inquiétante. Alexi Petrovich, prêt à tout pour garantir le succès du rollerball, n'hésite pas à y inclure de nouveaux rebondissements au détriment des joueurs.",Rollerball,"Action, Science Fiction, Sport, Thriller","ar, de, en, fr, ja, ko, ru"
tt0249380,37.722,['FR'],6.5,actress,Raffaëla Anderson,1976,Baise-moi - Baise-moi,7095.0,77.0,2000,https://image.tmdb.org/t/p/w154/r07olKMs2bMksjDIhq6LLbKkE8Y.jpg,https://www.youtube.com/watch?v=lnoHtN7CcCE,"Nadine et Manu sont deux filles dingues, appliquées au possible, voire perfectionnistes. Elles ont plusieurs points communs : le sexe extrême, la drogue, la bière et la gachette. Elles arrangent les problèmes à coups de flingue et gare à ceux qui se mettent sur leur passage !",Baise-moi,"Crime, Drama, Romance, Thriller","en, fr"
tt0250720,9.478,"['AU', 'US']",5.4,actor,David Arquette,1971,See Spot Run - See Spot Run,10060.0,94.0,2001,https://image.tmdb.org/t/p/w154/mhemJibkq8s7B5oxwEJpF9JIf0N.jpg,https://www.youtube.com/watch?v=dZTkoS6LxPk,"Suite à plusieurs attentats à sa vie, Spot, un super-chien dépisteur de drogues du FBI, s'évade du programme de protection des témoins. Fort de ses aptitudes à combattre le crime, il est adopté par un facteur du New Jersey (David Arquette). La sauce se gâte lorsque deux tueurs à gage s'amènent dans l'intention de liquider Spot.",See Spot Run,"Action, Comedy, Crime, Family","en, fr"
tt0258463,29.279,"['US', 'DE', 'CZ']",7.8,actress,Franka Potente,1974,The Bourne Identity - The Bourne Identity,595551.0,119.0,2002,https://image.tmdb.org/t/p/w154/1AVmDH5fW5PNtefDSzx9w42nQmh.jpg,https://www.youtube.com/watch?v=4Wy3EHus2W4,"Un homme entre la vie et la mort est tiré de l’océan par un bateau de pêche italien. Ayant retrouvé ses esprits, il se rend compte qu’il souffre d’amnésie totale et qu’il n’a sur lui aucun papier d’identité. Les nombreux talents qu’il se découvre, techniques de combat et connaissances de plusieurs langues, lui suggèrent un passé dangereux. Aidé de la d’abord récalcitrante Marie, il s’engage dans une recherche désespérée pour retrouver son identité et la raison qui pousse d’impitoyables assassins à le traquer.",The Bourne Identity,"Action, Drama, Mystery, Thriller","de, en, fr, it, nl"
tt0264464,47.341,['US'],8.1,actor,Leonardo DiCaprio,1974,Catch Me If You Can - Catch Me If You Can,1147198.0,141.0,2002,https://image.tmdb.org/t/p/w154/nyMQDfFH8Ox3cBiCbiefMts676w.jpg,https://www.youtube.com/watch?v=71rDQ7z4eFg,"Dans les années soixante, le jeune Frank Abagnale Jr. est passé maître dans l’art de l’escroquerie, allant jusqu’à détourner 2,5 millions de dollars et à figurer sur les listes du FBI comme l’un des dix individus les plus recherchés des États‐Unis. Véritable caméléon, Frank revêt des identités aussi diverses que celles de pilote de ligne, de médecin, de professeur d’université ou encore d’assistant du procureur. Carl Hanratty, agent du FBI à l’apparence stricte, fait de la traque de Frank Abagnale Jr. sa mission prioritaire, mais ce dernier reste pendant longtemps insaisissable…",Catch Me If You Can,"Biography, Crime, Drama","en, fr"
tt0269499,3.643,['FR'],6.4,actress,Charlotte Gainsbourg,1971,My Wife Is an Actress - My Wife Is an Actress,3829.0,95.0,2001,https://image.tmdb.org/t/p/w154/fDAbJK7FIEYBkMyNvBWPGlmcFKc.jpg,https://www.youtube.com/watch?v=PLeaPDSQG1s,"Yvan est journaliste sportif et sa femme Charlotte comédienne. Quand un ami fait remarquer à Yvan que vivre avec une actrice, c'est partager la vie d'une femme que d'autres hommes embrassent et que les spectateurs déshabillent du regard, il se met à douter. Charlotte succombe au charme de John, son partenaire avec qui elle tourne à Londres tandis que son mari suit des cours de théâtre à Paris où il rencontre une jeune comédienne tout à fait à son goût.",Ma femme est une actrice,"Comedy, Drama, Romance","en, fr"
tt0270707,8.831,"['DE', 'US']",6.5,actor,Mark Wahlberg,1971,The Truth About Charlie - The Truth About Charlie,6877.0,104.0,2002,https://image.tmdb.org/t/p/w154/cGHiiTJahi5uqnwfJRsKOGh7Ied.jpg,https://www.youtube.com/watch?v=dxUqy-qxIlA,"Après trois mois de mariage, Regina Lambert quitte Charlie, séducteur désinvolte au passé trouble, épousé sur un coup de tête, et dont elle ne sait pas grand chose. Mais, à son retour de Martinique, la belle jeune femme découvre que ce dernier a été assassiné et que son appartement a été dévasté. Quant au compte en banque du couple, il est à sec. Regina, qui n'a rien de la veuve éplorée, est très choquée, d'autant que trois anciens complices de Charlie viennent lui réclamer une mallette pleine de diamants.",The Truth About Charlie,"Mystery, Thriller","ar, en, fr"
tt0273300,1.798,"['GB', 'US']",6.5,actor,Tunde Adebimpe,1975,Jump Tomorrow - Jump Tomorrow,6745.0,97.0,2001,https://image.tmdb.org/t/p/w154/7lyS0rFyF3UwyfDcbUeJkeepL9y.jpg,https://www.youtube.com/watch?v=3lOKZ3InRqk,"De nos jours aux Etats-Unis, George, un Africain timide et introverti, fait la connaissance d'Alicia, une jeune femme d'origine espagnole au fort tempérament. C'est le coup de foudre.Mais George s'est déjà engagé à épouser dans quatre jours une amie d'enfance au Nigeria, et Alicia doit passer au même moment la bague au doigt de son très sérieux professeur d'anglais.",Jump Tomorrow,"Comedy, Drama, Romance","en, es, fr"
tt0280523,0.801,['FR'],6.5,actress,Chiara Mastroianni,1972,Carnage - Carnages,6737.0,130.0,2002,https://image.tmdb.org/t/p/w154/2HgCjVHiFwJfNB5us9dHXhyTuQo.jpg,https://www.youtube.com/watch?v=PmhM6-TJWXw,"C'est l'histoire d'une petite fille de cinq ans qui pense que tous les animaux sont plus grands qu'elle.  C'est une histoire avec une Andalouse de supermarché, un torero, un patineur, un taxidermiste, une institutrice, une tentative de parricide, un adultère, une crise de convulsions, un dogue allemand, des quintuplés, des cicatrices, des grains de beauté, des grains de folie... pendant qu'un taureau de 475 kilos s'offre une balade salvatrice dès sa sortie des abattoirs.  C'est l'histoire de ce voyage.",Carnages,"Comedy, Drama, Romance",fr
tt0281924,4.915,"['DK', 'FR', 'DE', 'NO', 'SE']",6.5,actress,Maria Bonnevie,1973,I Am Dina - I Am Dina,5809.0,125.0,2002,https://image.tmdb.org/t/p/w154/jbTQxswWBu1QNpNiyYVQgzjF4Th.jpg,https://www.youtube.com/watch?v=iLQsLStSkuw,"Durant les années 1840, dans une petite ville portuaire de Norvège. Dina, une jeune fille solitaire et sensuelle, vit avec le traumatisme de la mort de sa mère, qu'elle a accidentellement provoquée durant son enfance.  Rejetée par son père, elle devient une créature sauvage et fougueuse qui refuse toutes les règles de son époque. Seul son tuteur parvient à la faire sortir de son mutisme en lui communiquant sa passion dévorante pour le violoncelle.  Sortant peu à peu de son isolement, Dina devient une femme de caractère, imprévisible et obstinée. Amante passionnée, dépassant les conventions de son mariage arrangé, Dina s'engage pleinement dans des amours tumultueuses pour prendre sa revanche sur la vie.",I Am Dina,Drama,"en, fr, no"
tt0284457,1.057,"['DE', 'FR', 'ES']",6.5,actor,Cyril Mourali,1979,Samouraïs - Samouraïs,6742.0,90.0,2002,https://image.tmdb.org/t/p/w154/6q2e0RrW0x4YkMu6J0E4yHlTkR2.jpg,https://www.youtube.com/watch?v=psbRRURnsmA,"A l'époque des samouraïs régnait au Japon un démon nommé Shoshin Kodeni. De nos jours, le commissaire Morio Fujiwara traque cet être démoniaque qui semble immortel. Kodeni est devenu le très puissant maître d'une multinationale spécialisée dans les jeux vidéo de combat. Morio soupçonne le dernier-né de ces jeux - Dark Bushido - de pouvoir se transformer en une arme. Tandis que le commissaire enquête sur ce nouveau jeu, Kodeni choisit comme cible de sa malédiction Akemi, la fille unique de son adversaire, qui réside à Paris. Afin de contrecarrer les plans de Kodeni, Morio doit faire équipe avec Marco et Nadir, deux jeunes banlieusards habitués des salles de sport.",Samouraïs,"Action, Science Fiction","de, en, fr, ja"
tt0284837,13.285,"['FR', 'DE', 'GB']",6.2,actor,Sacha Baron Cohen,1971,Ali G Indahouse - Ali G Indahouse,98389.0,87.0,2002,https://image.tmdb.org/t/p/w154/dneu7r2wXy0aZ9Mme8Yu62Alcuc.jpg,https://www.youtube.com/watch?v=SIZDns0DU6I,"Ali G pourrait se contenter de sa paisible vie à Staines, une petite ville située au sud de l'Angleterre. Auprès de lui, il a sa grand-mère, sa copine Julie, son chien 2Pac et son herbe. Avec ses amis, il parvient même à supporter les provocations du gang rival au cours d'interminables courses de R5.Cependant, Ali G voit ses habitudes bousculées le jour où il apprend que le centre de loisirs de Staines, où il enseigne aux enfants ""l'attitude Ali G"", est en passe de fermer. Celui-ci proteste et accepte finalement de représenter les jeunes de Staines dans l'arène politique. En mettant à jour un scandale qui décrédibilise son adversaire, Ali G est bientôt élu député...",Ali G Indahouse,Comedy,"en, es, fr"
tt0286306,9.407,"['DE', 'GB']",5.9,actor,Jamie Bell,1986,Deathwatch - Death Front,13614.0,94.0,2002,https://image.tmdb.org/t/p/w154/40q4j3iIYjgVl7IWL0x0ZAi7LMn.jpg,https://www.youtube.com/watch?v=G0KQYHJ6K_s,"Pendant la Première Guerre mondiale, en 1917, de jeunes soldats britanniques, égarés en territoire ennemi, se réfugient dans une tranchée et se font décimer par une force étrange.",Deathwatch,"Drama, Horror, Thriller, War","de, en, fr, pl"
